name,rating,price,type,color,power supply,side panel,"external 5.25"" bays","internal 3.5"" bays",link
Broadway Com Corp A3728 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,4,https://www.amazon.com/s?k=Broadway+Com+Corp+A3728+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Broadway Com Corp A5938 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Broadway+Com+Corp+A5938+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Broadway Com Corp A5938 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Broadway+Com+Corp+A5938+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
HEC 98R9BB ATX Full Tower Case,5.0,,ATX Full Tower,Black,None,None,7,5,https://www.amazon.com/s?k=HEC+98R9BB+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
In Win BL672 MicroATX Desktop Case,,,MicroATX Desktop,Black / Silver,None,None,1,2,https://www.amazon.com/s?k=In+Win+BL672+MicroATX+Desktop+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-A05FNB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,2,3,https://www.amazon.com/s?k=Lian+Li+PC-A05FNB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-C60 HTPC Case,,,HTPC,Silver,None,None,2,6,https://www.amazon.com/s?k=Lian+Li+PC-C60+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-P80NB ATX Full Tower Case,,,ATX Full Tower,Black,None,None,3,10,https://www.amazon.com/s?k=Lian+Li+PC-P80NB+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-U6B MicroATX Mid Tower Case,,,MicroATX Mid Tower,Black,None,None,1,3,https://www.amazon.com/s?k=Lian+Li+PC-U6B+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V600F MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,2,5,https://www.amazon.com/s?k=Lian+Li+PC-V600F+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V600F MicroATX Mini Tower Case,,,MicroATX Mini Tower,Red,None,None,2,5,https://www.amazon.com/s?k=Lian+Li+PC-V600F+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V600F MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,Acrylic,2,5,https://www.amazon.com/s?k=Lian+Li+PC-V600F+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-X2000F ATX Full Tower Case,,,ATX Full Tower,Black,None,None,4,7,https://www.amazon.com/s?k=Lian+Li+PC-X2000F+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-X900 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,3,7,https://www.amazon.com/s?k=Lian+Li+PC-X900+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-Z60B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=Lian+Li+PC-Z60B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Logisys CS1200BK ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=Logisys+CS1200BK+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Logisys CS2006BK ATX Mid Tower Case w/480 W Power Supply,,,ATX Mid Tower,Black,480 W,None,4,5,https://www.amazon.com/s?k=Logisys+CS2006BK+ATX+Mid+Tower+Case+w%2F480+W+Power+Supply&tag=bgfg-pc-builder-us-20
Logisys CS301BK ATX Mid Tower Case w/480 W Power Supply,2.7,,ATX Mid Tower,Black,480 W,None,4,5,https://www.amazon.com/s?k=Logisys+CS301BK+ATX+Mid+Tower+Case+w%2F480+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sunbeam IC-EVO ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Sunbeam+IC-EVO+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
TUNIQ IC-TQ3-US ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,5,3,https://www.amazon.com/s?k=TUNIQ+IC-TQ3-US+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
XClio Blue I ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=XClio+Blue+I+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Xion XON-180 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Xion+XON-180+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 1000B HTPC Case,,,HTPC,Silver / Black,None,None,1,4,https://www.amazon.com/s?k=nMEDIAPC+HTPC+1000B+HTPC+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 2000B HTPC Case,,,HTPC,Silver / Black,None,None,1,6,https://www.amazon.com/s?k=nMEDIAPC+HTPC+2000B+HTPC+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 6000B HTPC Case,,,HTPC,Silver / Black,None,None,1,5,https://www.amazon.com/s?k=nMEDIAPC+HTPC+6000B+HTPC+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define XL ATX Full Tower Case,,,ATX Full Tower,Black,None,None,4,10,https://www.amazon.com/s?k=Fractal+Design+Define+XL+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax ATX-948WBP ATX Mid Tower Case w/450 W Power Supply,,,ATX Mid Tower,Black,450 W,Acrylic,5,4,https://www.amazon.com/s?k=Raidmax+ATX-948WBP+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax ATX-948WSP ATX Mid Tower Case w/450 W Power Supply,,,ATX Mid Tower,Black / Silver,450 W,Acrylic,5,4,https://www.amazon.com/s?k=Raidmax+ATX-948WSP+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax ATX-615WUP ATX Mid Tower Case w/500 W Power Supply,,,ATX Mid Tower,White / Blue,500 W,None,4,4,https://www.amazon.com/s?k=Raidmax+ATX-615WUP+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey DS1-4234 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sentey+DS1-4234+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax ATX-305WBP ATX Mid Tower Case w/450 W Power Supply,,,ATX Mid Tower,Black,450 W,None,3,4,https://www.amazon.com/s?k=Raidmax+ATX-305WBP+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey CS1-1396 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,2,5,https://www.amazon.com/s?k=Sentey+CS1-1396+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey BX2-4260 v2.3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Sentey+BX2-4260+v2.3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey CS2-1332 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,2,2,https://www.amazon.com/s?k=Sentey+CS2-1332+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Linkworld 43716-128FU+P04 MicroATX Mini Tower Case w/430 W Power Supply,,,MicroATX Mini Tower,Black / Silver,430 W,None,2,1,https://www.amazon.com/s?k=Linkworld+43716-128FU%2BP04+MicroATX+Mini+Tower+Case+w%2F430+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey CS2-1331 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,2,2,https://www.amazon.com/s?k=Sentey+CS2-1331+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Linkworld 431-06 C.2222 ATX Mid Tower Case w/500 W Power Supply,,,ATX Mid Tower,Black,500 W,None,2,5,https://www.amazon.com/s?k=Linkworld+431-06+C.2222+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Linkworld 313-11(3131-11) ATX Mid Tower Case w/500 W Power Supply,,,ATX Mid Tower,Black / Silver,500 W,None,4,6,https://www.amazon.com/s?k=Linkworld+313-11%283131-11%29+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey BX1-4283 v2.3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Sentey+BX1-4283+v2.3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey BX1-4284 v2.3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Sentey+BX1-4284+v2.3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma PHANTOM-WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Sigma+PHANTOM-WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma UNICORN-ST ATX Mid Tower Case,,,ATX Mid Tower,Black / Gray,None,None,4,4,https://www.amazon.com/s?k=Sigma+UNICORN-ST+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey BX1-4234 v2.1 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sentey+BX1-4234+v2.1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma BLITZ-WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Sigma+BLITZ-WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey BX2-4291 v2.3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Sentey+BX2-4291+v2.3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma Pluto-WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Sigma+Pluto-WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey BX1-4237 v2.1 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sentey+BX1-4237+v2.1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey PS2-3271 ATX Mid Tower Case w/250 W Power Supply,,,ATX Mid Tower,Black,250 W,None,4,4,https://www.amazon.com/s?k=Sentey+PS2-3271+ATX+Mid+Tower+Case+w%2F250+W+Power+Supply&tag=bgfg-pc-builder-us-20
Linkworld Q319-C8888-P4 ATX Mid Tower Case w/500 W Power Supply,,,ATX Mid Tower,Silver,500 W,None,4,6,https://www.amazon.com/s?k=Linkworld+Q319-C8888-P4+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey PS2-3272 ATX Mid Tower Case w/250 W Power Supply,,,ATX Mid Tower,Black,250 W,None,4,4,https://www.amazon.com/s?k=Sentey+PS2-3272+ATX+Mid+Tower+Case+w%2F250+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey Arvina Extreme Division ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,5,https://www.amazon.com/s?k=Sentey+Arvina+Extreme+Division+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6400R - ARVINA ATX Full Tower Case,,,ATX Full Tower,Red / Black,None,None,5,5,https://www.amazon.com/s?k=Sentey+GS-6400R+-+ARVINA+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey BX1-4284 v2.1 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sentey+BX1-4284+v2.1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Colossus ATX Full Tower Case,,,ATX Full Tower,White,None,None,5,7,https://www.amazon.com/s?k=BitFenix+Colossus+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Colossus Window ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,5,7,https://www.amazon.com/s?k=BitFenix+Colossus+Window+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Merc Beta ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=BitFenix+Merc+Beta+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Survivor Core ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=BitFenix+Survivor+Core+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Survivor ATX Mid Tower Case,3.3,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=BitFenix+Survivor+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 5000S HTPC Case,,,HTPC,Silver / Black,None,None,1,4,https://www.amazon.com/s?k=nMEDIAPC+HTPC+5000S+HTPC+Case&tag=bgfg-pc-builder-us-20
Silverstone PS06B-W ATX Mid Tower Case,,,ATX Mid Tower,Black / Blue,None,Acrylic,5,4,https://www.amazon.com/s?k=Silverstone+PS06B-W+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win BM639.AD160TSL Mini ITX Tower Case w/160 W Power Supply,,,Mini ITX Tower,Black / Silver,160 W,None,1,1,https://www.amazon.com/s?k=In+Win+BM639.AD160TSL+Mini+ITX+Tower+Case+w%2F160+W+Power+Supply&tag=bgfg-pc-builder-us-20
Fractal Design Define R3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,2,8,https://www.amazon.com/s?k=Fractal+Design+Define+R3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define R3 ATX Mid Tower Case,,,ATX Mid Tower,White,None,None,2,8,https://www.amazon.com/s?k=Fractal+Design+Define+R3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define R3 ATX Mid Tower Case,,,ATX Mid Tower,Black / Silver,None,None,2,8,https://www.amazon.com/s?k=Fractal+Design+Define+R3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define R3 ATX Mid Tower Case,,,ATX Mid Tower,Black / Gray,None,None,2,8,https://www.amazon.com/s?k=Fractal+Design+Define+R3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master Silencio 450 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Cooler+Master+Silencio+450+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-K9B ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,2,6,https://www.amazon.com/s?k=Lian+Li+PC-K9B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-8NW USB3.0 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,3,https://www.amazon.com/s?k=Lian+Li+PC-8NW+USB3.0+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-K9WX ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,2,6,https://www.amazon.com/s?k=Lian+Li+PC-K9WX+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-90 ATX Full Tower Case,,,ATX Full Tower,Black,None,None,2,7,https://www.amazon.com/s?k=Lian+Li+PC-90+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V353 HTPC Case,,,HTPC,Silver,None,None,1,2,https://www.amazon.com/s?k=Lian+Li+PC-V353+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-7FN USB 3.0 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,5,4,https://www.amazon.com/s?k=Lian+Li+PC-7FN+USB+3.0+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Telstar ATX Full Tower Case,,,ATX Full Tower,Silver,None,Acrylic,5,5,https://www.amazon.com/s?k=Apevia+X-Telstar+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Telstar ATX Full Tower Case,,,ATX Full Tower,Black / Red,None,Acrylic,5,5,https://www.amazon.com/s?k=Apevia+X-Telstar+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Telstar ATX Full Tower Case,,,ATX Full Tower,Black / Green,None,Acrylic,5,5,https://www.amazon.com/s?k=Apevia+X-Telstar+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer ATX Mid Tower Case,,,ATX Mid Tower,White / Blue,None,None,4,5,https://www.amazon.com/s?k=Apevia+X-Dreamer+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer ATX Mid Tower Case w/420 W Power Supply,,,ATX Mid Tower,Black,420 W,None,4,5,https://www.amazon.com/s?k=Apevia+X-Dreamer+ATX+Mid+Tower+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer ATX Mid Tower Case w/420 W Power Supply,,,ATX Mid Tower,Black,420 W,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Dreamer+ATX+Mid+Tower+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer ATX Mid Tower Case w/420 W Power Supply,,,ATX Mid Tower,Silver,420 W,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Dreamer+ATX+Mid+Tower+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer ATX Mid Tower Case w/420 W Power Supply,,,ATX Mid Tower,Silver,420 W,None,4,5,https://www.amazon.com/s?k=Apevia+X-Dreamer+ATX+Mid+Tower+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek FLY ATX Mid Tower Case,,,ATX Mid Tower,Gray / Black,None,None,4,3,https://www.amazon.com/s?k=Diablotek+FLY+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win IW-V605T2.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+IW-V605T2.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win IW-Z583T.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black / Gray,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+IW-Z583T.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win IW-Z589T.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+IW-Z589T.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Matrix MicroATX Mini Tower Case w/300 W Power Supply,,,MicroATX Mini Tower,White,300 W,None,1,1,https://www.amazon.com/s?k=In+Win+Matrix+MicroATX+Mini+Tower+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win S605T2.CQ350TBL ATX Mid Tower Case w/350 W Power Supply,,,ATX Mid Tower,Black,350 W,None,3,2,https://www.amazon.com/s?k=In+Win+S605T2.CQ350TBL+ATX+Mid+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Track ATX Mid Tower Case,,,ATX Mid Tower,Black / Silver,None,None,3,3,https://www.amazon.com/s?k=In+Win+Track+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win V564T2.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black / Silver,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+V564T2.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win V605T2.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+V605T2.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win V627T2.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+V627T2.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Z583T.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black / Silver,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+Z583T.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Z638T.CQ350TBL MicroATX Mini Tower Case w/350 W Power Supply,,,MicroATX Mini Tower,Black,350 W,None,2,1,https://www.amazon.com/s?k=In+Win+Z638T.CQ350TBL+MicroATX+Mini+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Tornado ATX Mid Tower Case,,,ATX Mid Tower,Black / Green,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Tornado+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Tornado ATX Mid Tower Case,3.0,,ATX Mid Tower,Black / Red,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Tornado+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Tornado ATX Mid Tower Case w/450 W Power Supply,3.0,,ATX Mid Tower,Black / Red,450 W,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Tornado+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Tornado ATX Mid Tower Case,,,ATX Mid Tower,Black / Yellow,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Tornado+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Tornado ATX Mid Tower Case w/450 W Power Supply,,,ATX Mid Tower,Black,450 W,None,4,5,https://www.amazon.com/s?k=Raidmax+Tornado+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Hurricane ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Hurricane+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Atlas ATX-298WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Atlas+ATX-298WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Blackstorm ATX-615WW ATX Mid Tower Case,,,ATX Mid Tower,White / Blue,None,None,4,1,https://www.amazon.com/s?k=Raidmax+Blackstorm+ATX-615WW+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Enzo ATX-617WR ATX Mid Tower Case,,,ATX Mid Tower,Black / Red,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Enzo+ATX-617WR+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Quantum ATX-798WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,3,6,https://www.amazon.com/s?k=Raidmax+Quantum+ATX-798WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Fusion ATX-806WB ATX Mid Tower Case,,,ATX Mid Tower,Gray / Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Fusion+ATX-806WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Helios ATX-819WB ATX Mid Tower Case,3.3,,ATX Mid Tower,Black,None,Acrylic,3,4,https://www.amazon.com/s?k=Raidmax+Helios+ATX-819WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Aura ATX-927WB ATX Mid Tower Case,,,ATX Mid Tower,Green,None,Acrylic,5,3,https://www.amazon.com/s?k=Raidmax+Aura+ATX-927WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Skyline ATX-948WB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,5,4,https://www.amazon.com/s?k=Raidmax+Skyline+ATX-948WB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill RC-CIX-01 Mini ITX Tower Case w/150 W Power Supply,,,Mini ITX Tower,Black,150 W,None,1,1,https://www.amazon.com/s?k=Rosewill+RC-CIX-01+Mini+ITX+Tower+Case+w%2F150+W+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill RC-CIX-01 Mini ITX Tower Case w/150 W Power Supply,,,Mini ITX Tower,Black / Red,150 W,None,1,1,https://www.amazon.com/s?k=Rosewill+RC-CIX-01+Mini+ITX+Tower+Case+w%2F150+W+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone FT01-B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,5,7,https://www.amazon.com/s?k=Silverstone+FT01-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone FT01-B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,5,7,https://www.amazon.com/s?k=Silverstone+FT01-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone FT01-B ATX Mid Tower Case,,,ATX Mid Tower,Silver,None,None,5,7,https://www.amazon.com/s?k=Silverstone+FT01-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone FT01-B ATX Mid Tower Case,,,ATX Mid Tower,Silver,None,Acrylic,5,7,https://www.amazon.com/s?k=Silverstone+FT01-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone FT02B ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,Acrylic,5,5,https://www.amazon.com/s?k=Silverstone+FT02B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone GD01B-MXR HTPC Case,,,HTPC,Black,None,None,2,6,https://www.amazon.com/s?k=Silverstone+GD01B-MXR+HTPC+Case&tag=bgfg-pc-builder-us-20
Silverstone KL02-B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,5,4,https://www.amazon.com/s?k=Silverstone+KL02-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone KL02-B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,5,4,https://www.amazon.com/s?k=Silverstone+KL02-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone KL03-B ATX Full Tower Case,,,ATX Full Tower,Silver,None,None,4,4,https://www.amazon.com/s?k=Silverstone+KL03-B+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone PS05-B ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Silverstone+PS05-B+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
