name,rating,price,screen size,resolution,refresh rate,response time (G2G),panel type,aspect ratio,link
"Acer V277U 27.0"" 2560 x 1440 75 Hz Monitor",4.2,$222.65,"27""",2560 x 1440,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B07M9V8XNQ?tag=bgfg-pc-builder-us-20
"HP Z32 31.5"" 3840 x 2160 60 Hz Monitor",,$854.00,"31.5""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B07BVBX41J?tag=bgfg-pc-builder-us-20
"Samsung LS24A400VENXZA 24.0"" 1920 x 1080 75 Hz Monitor",,$259.00,"24""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B096YP8MV9?tag=bgfg-pc-builder-us-20
"Samsung M80B 32.0"" 3840 x 2160 60 Hz Monitor",,$599.99,"32""",3840 x 2160,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B09X258C2R?tag=bgfg-pc-builder-us-20
"Acer XV270U bmiiprx 27.0"" 2560 x 1440 75 Hz Monitor",,$269.89,"27""",2560 x 1440,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09JL5HG8X?tag=bgfg-pc-builder-us-20
"LG 35WN75C-B 35.0"" 3440 x 1440 100 Hz Curved Monitor",,$389.99,"35""",3440 x 1440,100 Hz,5 ms,VA,21:9,https://www.amazon.com/dp/B08LLCPBQN?tag=bgfg-pc-builder-us-20
"LG 32QN55T-B 32.0"" 2560 x 1440 75 Hz Monitor",,$309.99,"32""",2560 x 1440,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B09HSSBNCQ?tag=bgfg-pc-builder-us-20
"MSI Creator PS321URV 32.0"" 3840 x 2160 60 Hz Monitor",,$679.99,"32""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B08J9C19SS?tag=bgfg-pc-builder-us-20
"ViewSonic VA2447-MHJ 24.0"" 1920 x 1080 75 Hz Monitor",,$129.99,"24""",1920 x 1080,75 Hz,5 ms,VA,16:9,https://www.amazon.com/dp/B094STM7CD?tag=bgfg-pc-builder-us-20
"ViewSonic VP2768A 27.0"" 2560 x 1440 60 Hz Monitor",,$379.99,"27""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08L9VHCGP?tag=bgfg-pc-builder-us-20
"ViewSonic ELITE XG320Q 32.0"" 2560 x 1440 175 Hz Monitor",,$357.49,"32""",2560 x 1440,175 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B094RJ5ZT2?tag=bgfg-pc-builder-us-20
"ViewSonic VX2467-MHD 24.0"" 1920 x 1080 75 Hz Monitor",,$139.99,"24""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B09B15ZJF6?tag=bgfg-pc-builder-us-20
"Dell P2421DC 23.8"" 2560 x 1440 60 Hz Monitor",,$421.49,"23.8""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B089G947J3?tag=bgfg-pc-builder-us-20
"BenQ GW2480T 23.8"" 1920 x 1080 60 Hz Monitor",,$179.08,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0883G9B3N?tag=bgfg-pc-builder-us-20
"HP P24 G4 23.8"" 1920 x 1080 60 Hz Monitor",,,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=HP+P24+G4+23.8%26quot%3B+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI MPG Artymis 343CQR 34.0"" 3440 x 1440 165 Hz Curved Monitor",,$599.99,"34""",3440 x 1440,165 Hz,N/A,N/A,21:9,https://www.amazon.com/s?k=MSI+MPG+Artymis+343CQR+34.0%26quot%3B+3440+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Philips 328B1 31.5"" 3840 x 2160 60 Hz Monitor",,$331.98,"31.5""",3840 x 2160,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B09RF11PTG?tag=bgfg-pc-builder-us-20
"Samsung FT45 23.8"" 1920 x 1080 75 Hz Monitor",,$199.00,"23.8""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08CLSXJSW?tag=bgfg-pc-builder-us-20
"ViewSonic VX2716 27.0"" 1920 x 1080 100 Hz Monitor",,$129.99,"27""",1920 x 1080,100 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B0BQWTVRKK?tag=bgfg-pc-builder-us-20
"AOC U27P2CA 27.0"" 3840 x 2160 60 Hz Monitor",,$299.99,"27""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0B4QQK8MQ?tag=bgfg-pc-builder-us-20
"ViewSonic VA2431WM 23.6"" 1920 x 1080 Monitor",4.5,,"23.6""",1920 x 1080,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+VA2431WM+23.6%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VP2365wb 23.0"" 1920 x 1080 Monitor",,,"23""",1920 x 1080,N/A,14 ms,IPS,16:9,https://www.amazon.com/s?k=ViewSonic+VP2365wb+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung B2030 20.0"" 1600 x 900 Monitor",,,"20""",1600 x 900,N/A,5 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+B2030+20.0%22+1600+x+900+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S23A350H 23.0"" 1920 x 1080 Monitor",4.0,,"23""",1920 x 1080,N/A,2 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+S23A350H+23.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S27A950D 27.0"" 1920 x 1080 120 Hz Monitor",,,"27""",1920 x 1080,120 Hz,2 ms,N/A,16:9,https://www.amazon.com/s?k=Samsung+S27A950D+27.0%22+1920+x+1080+120+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell E170S 17.0"" 1280 x 1024 Monitor",3.4,$179.00,"17""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/dp/B003ULV9KG?tag=bgfg-pc-builder-us-20
"Dell P2411H 24.0"" 1920 x 1080 Monitor",5.0,,"24""",1920 x 1080,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=Dell+P2411H+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"BenQ XL2720T 27.0"" 1920 x 1080 120 Hz Monitor",4.7,,"27""",1920 x 1080,120 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+XL2720T+27.0%22+1920+x+1080+120+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC E2460SD 24.0"" 1920 x 1080 60 Hz Monitor",4.7,,"24""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=AOC+E2460SD+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP P221 21.5"" 1920 x 1080 60 Hz Monitor",3.0,,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=HP+P221+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S19C150F 18.5"" 1366 x 768 Monitor",,,"18.5""",1366 x 768,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=Samsung+S19C150F+18.5%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"LG 24EA53V-P 23.8"" 1920 x 1080 60 Hz Monitor",4.5,,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=LG+24EA53V-P+23.8%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Eizo EV2436WFS-BK 24.0"" 1920 x 1200 60 Hz Monitor",,,"24""",1920 x 1200,60 Hz,6 ms,IPS,16:10,https://www.amazon.com/s?k=Eizo+EV2436WFS-BK+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips BDL3210Q/00 31.5"" 1366 x 768 60 Hz Monitor",,,"31.5""",1366 x 768,60 Hz,8 ms,N/A,16:9,https://www.amazon.com/s?k=Philips+BDL3210Q%2F00+31.5%22+1366+x+768+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VA2246M-LED 22.0"" 1920 x 1080 60 Hz Monitor",4.5,$263.93,"22""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/dp/B00D601UC8?tag=bgfg-pc-builder-us-20
"HP Z24i 24.0"" 1920 x 1200 60 Hz Monitor",,,"24""",1920 x 1200,60 Hz,8 ms,IPS,16:10,https://www.amazon.com/s?k=HP+Z24i+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC i2369V 23.0"" 1920 x 1080 60 Hz Monitor",5.0,,"23""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+i2369V+23.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus VN279QL 27.0"" 1920 x 1080 Monitor",5.0,$209.00,"27""",1920 x 1080,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=Asus+VN279QL+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"BenQ GL2023A 19.5"" 1600 x 900 60 Hz Monitor",5.0,,"19.5""",1600 x 900,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+GL2023A+19.5%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Crossover 27Q LED-P 27.0"" 2560 x 1440 60 Hz Monitor",5.0,,"27""",2560 x 1440,60 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Crossover+27Q+LED-P+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 20M35D-B 19.5"" 1600 x 900 60 Hz Monitor",,,"19.5""",1600 x 900,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=LG+20M35D-B+19.5%22+1600+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ RL2460HT 24.0"" 1920 x 1080 60 Hz Monitor",5.0,,"24""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+RL2460HT+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ XL2420G 24.0"" 1920 x 1080 144 Hz Monitor",5.0,,"24""",1920 x 1080,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+XL2420G+24.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC G2770PQU 27.0"" 1920 x 1080 144 Hz Monitor",,,"27""",1920 x 1080,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=AOC+G2770PQU+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus MX259H 25.0"" 1920 x 1080 60 Hz Monitor",4.8,,"25""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+MX259H+25.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP 24UH 24.0"" 1920 x 1080 60 Hz Monitor",4.0,,"24""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=HP+24UH+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer S200HQL GBD 19.5"" 1920 x 1080 60 Hz Monitor",4.0,,"19.5""",1920 x 1080,60 Hz,8 ms,VA,16:9,https://www.amazon.com/s?k=Acer+S200HQL+GBD+19.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer K242HQKbmjdp 23.6"" 3840 x 2160 60 Hz Monitor",5.0,,"23.6""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+K242HQKbmjdp+23.6%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ XR3501 35.0"" 2560 x 1080 144 Hz Monitor",,,"35""",2560 x 1080,144 Hz,4 ms,VA,21:9,https://www.amazon.com/s?k=BenQ+XR3501+35.0%22+2560+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 31MU97C-B 31.0"" 4096 x 2160 60 Hz Monitor",,,"31""",4096 x 2160,60 Hz,5 ms,IPS,256:135,https://www.amazon.com/s?k=LG+31MU97C-B+31.0%22+4096+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VA2209 21.5"" 1920 x 1080 60 Hz Monitor",,,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=ViewSonic+VA2209+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung T24E310ND 23.6"" 1366 x 768 60 Hz Monitor",5.0,,"23.6""",1366 x 768,60 Hz,8 ms,IPS,16:9,https://www.amazon.com/s?k=Samsung+T24E310ND+23.6%22+1366+x+768+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 29UM57-P 29.0"" 2560 x 1080 60 Hz Monitor",5.0,,"29""",2560 x 1080,60 Hz,5 ms,IPS,21:9,https://www.amazon.com/s?k=LG+29UM57-P+29.0%22+2560+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Eizo CG318-BK 31.1"" 4096 x 2160 Monitor",,,"31.1""",4096 x 2160,N/A,9 ms,IPS,256:135,https://www.amazon.com/s?k=Eizo+CG318-BK+31.1%22+4096+x+2160+Monitor&tag=bgfg-pc-builder-us-20
"BenQ BL2711U 27.0"" 3840 x 2160 60 Hz Monitor",5.0,,"27""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=BenQ+BL2711U+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP Z27n 27.0"" 2560 x 1440 60 Hz Monitor",,,"27""",2560 x 1440,60 Hz,14 ms,IPS,16:9,https://www.amazon.com/s?k=HP+Z27n+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S24E650BW 24.0"" 1920 x 1200 60 Hz Monitor",,,"24""",1920 x 1200,60 Hz,4 ms,PLS,16:10,https://www.amazon.com/s?k=Samsung+S24E650BW+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer K272HUL 27.0"" 2560 x 1440 75 Hz Monitor",4.0,,"27""",2560 x 1440,75 Hz,6 ms,TN,16:9,https://www.amazon.com/s?k=Acer+K272HUL+27.0%22+2560+x+1440+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell P2416D 23.8"" 2560 x 1440 60 Hz Monitor",4.0,,"23.8""",2560 x 1440,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/s?k=Dell+P2416D+23.8%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S22E450BW 22.0"" 1680 x 1050 60 Hz Monitor",,,"22""",1680 x 1050,60 Hz,5 ms,TN,16:10,https://www.amazon.com/s?k=Samsung+S22E450BW+22.0%22+1680+x+1050+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S24E650DW 24.0"" 1920 x 1200 60 Hz Monitor",,,"24""",1920 x 1200,60 Hz,4 ms,PLS,16:10,https://www.amazon.com/s?k=Samsung+S24E650DW+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell UP2516D 25.0"" 2560 x 1440 60 Hz Monitor",5.0,,"25""",2560 x 1440,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/s?k=Dell+UP2516D+25.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Pixio PX277 27.0"" 2560 x 1440 144 Hz Monitor",4.0,,"27""",2560 x 1440,144 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Pixio+PX277+27.0%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ SW2700PT 27.0"" 2560 x 1440 60 Hz Monitor",4.5,,"27""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=BenQ+SW2700PT+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung BX2431 24.0"" 1920 x 1080 60 Hz Monitor",,,"24""",1920 x 1080,60 Hz,2 ms,TN,16:9,https://www.amazon.com/s?k=Samsung+BX2431+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 227E6LDSD/27 21.5"" 1920 x 1080 60 Hz Monitor",4.0,,"21.5""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Philips+227E6LDSD%2F27+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"iiyama GB2788HS-B1 27.0"" 1920 x 1080 144 Hz Monitor",3.5,,"27""",1920 x 1080,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=iiyama+GB2788HS-B1+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer XZ271 27.0"" 1920 x 1080 144 Hz Curved Monitor",,,"27""",1920 x 1080,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Acer+XZ271+27.0%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"HP w2408h 24.0"" 1920 x 1200 60 Hz Monitor",4.0,,"24""",1920 x 1200,60 Hz,5 ms,N/A,16:10,https://www.amazon.com/s?k=HP+w2408h+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell U3417W 34.0"" 3440 x 1440 60 Hz Curved Monitor",,,"34""",3440 x 1440,60 Hz,5 ms,IPS,21:9,https://www.amazon.com/s?k=Dell+U3417W+34.0%22+3440+x+1440+60+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer S242HL 24.0"" 1920 x 1080 60 Hz Monitor",,,"24""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Acer+S242HL+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer KA241 bid 24.0"" 1920 x 1080 60 Hz Monitor",5.0,,"24""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+KA241+bid+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"iiyama ProLite XUB2792QSU-W1 27.0"" 2560 x 1440 70 Hz Monitor",3.5,$309.33,"27""",2560 x 1440,70 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0783QTWLD?tag=bgfg-pc-builder-us-20
"LG 32GK850G-B 31.5"" 2560 x 1440 165 Hz Monitor",5.0,,"31.5""",2560 x 1440,165 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=LG+32GK850G-B+31.5%22+2560+x+1440+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer Predator Z301C 30.0"" 2560 x 1080 200 Hz Curved Monitor",,,"30""",2560 x 1080,200 Hz,4 ms,VA,21:9,https://www.amazon.com/s?k=Acer+Predator+Z301C+30.0%22+2560+x+1080+200+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"LG 32UD89-W 31.5"" 3840 x 2160 60 Hz Monitor",5.0,,"31.5""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=LG+32UD89-W+31.5%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"iiyama G-MASTER GOLD PHOENIX 28.0"" 3840 x 2160 60 Hz Monitor",,,"28""",3840 x 2160,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=iiyama+G-MASTER+GOLD+PHOENIX+28.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"iiyama Prolite GB2773HS-GB1 27.0"" 1920 x 1080 144 Hz Monitor",,,"27""",1920 x 1080,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=iiyama+Prolite+GB2773HS-GB1+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 349X7FJEW/27 34.0"" 3440 x 1440 60 Hz Curved Monitor",,,"34""",3440 x 1440,60 Hz,4 ms,VA,21:9,https://www.amazon.com/s?k=Philips+349X7FJEW%2F27+34.0%22+3440+x+1440+60+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic XG2560 24.5"" 1920 x 1080 240 Hz Monitor",5.0,$420.14,"24.5""",1920 x 1080,240 Hz,1 ms,TN,16:9,https://www.amazon.com/dp/B078DFJ91X?tag=bgfg-pc-builder-us-20
"Dell E2216H 21.5"" 1920 x 1080 60 Hz Monitor",,$258.00,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/dp/B013RI9V7O?tag=bgfg-pc-builder-us-20
"ViewSonic VX3258-2KC-MHD 31.5"" 2560 x 1440 144 Hz Curved Monitor",,,"31.5""",2560 x 1440,144 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=ViewSonic+VX3258-2KC-MHD+31.5%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Samsung C49J890DKE 48.9"" 3840 x 1080 144 Hz Monitor",,,"48.9""",3840 x 1080,144 Hz,5 ms,VA,32:9,https://www.amazon.com/s?k=Samsung+C49J890DKE+48.9%22+3840+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus VG255H 24.5"" 1920 x 1080 75 Hz Monitor",,,"24.5""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Asus+VG255H+24.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung LC32JG50QQNZA 32.0"" 2560 x 1440 144 Hz Curved Monitor",4.3,,"32""",2560 x 1440,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+LC32JG50QQNZA+32.0%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Asus VA326H 31.5"" 1920 x 1080 144 Hz Curved Monitor",4.0,,"31.5""",1920 x 1080,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Asus+VA326H+31.5%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo Y27F 27.0"" 1920 x 1080 144 Hz Curved Monitor",,,"27""",1920 x 1080,144 Hz,7 ms,VA,16:9,https://www.amazon.com/s?k=Lenovo+Y27F+27.0%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer GF276 Abmipx 27.0"" 1920 x 1080 75 Hz Monitor",4.0,,"27""",1920 x 1080,75 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Acer+GF276+Abmipx+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC 27V2H 27.0"" 1920 x 1080 75 Hz Monitor",4.5,,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+27V2H+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GN24CB 24.0"" 1920 x 1080 144 Hz Curved Monitor",,$149.99,"24""",1920 x 1080,144 Hz,3 ms,VA,16:9,https://www.amazon.com/dp/B078P2XN9M?tag=bgfg-pc-builder-us-20
"Acer XF240YU bmiidprzx 23.8"" 2560 x 1440 144 Hz Monitor",,,"23.8""",2560 x 1440,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=Acer+XF240YU+bmiidprzx+23.8%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP W1707 17.0"" 1440 x 900 60 Hz Monitor",,,"17""",1440 x 900,60 Hz,8 ms,TN,16:10,https://www.amazon.com/s?k=HP+W1707+17.0%22+1440+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell P2418HZM 23.8"" 1920 x 1080 60 Hz Monitor",,$224.99,"23.8""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B0787GT54Y?tag=bgfg-pc-builder-us-20
"Samsung CH711 26.9"" 2560 x 1440 60 Hz Curved Monitor",,$1080.00,"26.9""",2560 x 1440,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B06XT5BL3M?tag=bgfg-pc-builder-us-20
"ViewSonic XG2730 27.0"" 2560 x 1440 144 Hz Monitor",4.0,,"27""",2560 x 1440,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=ViewSonic+XG2730+27.0%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC AGON AG273QCG 27.0"" 2560 x 1440 165 Hz Curved Monitor",,,"27""",2560 x 1440,165 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=AOC+AGON+AG273QCG+27.0%22+2560+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GN27C2 27.0"" 1920 x 1080 144 Hz Curved Monitor",,,"27""",1920 x 1080,144 Hz,6 ms,VA,16:9,https://www.amazon.com/s?k=VIOTEK+GN27C2+27.0%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GN27DW 27.0"" 2560 x 1440 144 Hz Curved Monitor",3.5,,"27""",2560 x 1440,144 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=VIOTEK+GN27DW+27.0%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK SUW49C 49.0"" 3840 x 1080 144 Hz Curved Monitor",,,"49""",3840 x 1080,144 Hz,4 ms,VA,32:9,https://www.amazon.com/s?k=VIOTEK+SUW49C+49.0%22+3840+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Nixeus NX-EDG27S v2 27.0"" 2560 x 1440 144 Hz Monitor",5.0,$229.99,"27""",2560 x 1440,144 Hz,4 ms,AHVA,16:9,https://www.amazon.com/dp/B07N4DL9F7?tag=bgfg-pc-builder-us-20
"HP 27q 27.0"" 2560 x 1440 60 Hz Monitor",,,"27""",2560 x 1440,60 Hz,5 ms,PLS,16:9,https://www.amazon.com/s?k=HP+27q+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC AG273QCX 27.0"" 2560 x 1440 144 Hz Curved Monitor",4.0,,"27""",2560 x 1440,144 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=AOC+AG273QCX+27.0%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix MAG322CQRV 31.5"" 2560 x 1440 144 Hz Curved Monitor",5.0,,"31.5""",2560 x 1440,144 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=MSI+Optix+MAG322CQRV+31.5%22+2560+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Asus Designo MX279HS 27.0"" 1920 x 1080 76 Hz Monitor",5.0,$189.00,"27""",1920 x 1080,76 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+Designo+MX279HS+27.0%22+1920+x+1080+76+Hz+Monitor&tag=bgfg-pc-builder-us-20
