name,rating,price,modules,price/gb,color,first word latency,cas latency,link
Kingston HyperX 6 GB (3 x 2 GB) DDR3-1600 CL9 Memory,,,3 x 2GB,N/A,Blue / White,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Kingston+HyperX+6+GB+%283+x+2+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator GT 12 GB (3 x 4 GB) DDR3-2000 CL9 Memory,4.0,$194.99,3 x 4GB,$16.249,Black / Red,9 ns,9 ns,https://www.amazon.com/s?k=Corsair+Dominator+GT+12+GB+%283+x+4+GB%29+DDR3-2000+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator GT 8 GB (2 x 4 GB) DDR3-2000 CL9 Memory,,$254.99,2 x 4GB,$31.874,Black / Red,9 ns,9 ns,https://www.amazon.com/s?k=Corsair+Dominator+GT+8+GB+%282+x+4+GB%29+DDR3-2000+CL9+Memory&tag=bgfg-pc-builder-us-20
ADATA XPG Gaming Series v2.0 4 GB (2 x 2 GB) DDR3-1600 CL9 Memory,5.0,,2 x 2GB,N/A,Black / Green,11.25 ns,11.25 ns,https://www.amazon.com/s?k=ADATA+XPG+Gaming+Series+v2.0+4+GB+%282+x+2+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 8 GB (4 x 2 GB) DDR3-1600 CL8 Memory,,,4 x 2GB,N/A,Black / Blue,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+8+GB+%284+x+2+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Mushkin Blackline 4 GB (2 x 2 GB) DDR3-1600 CL8 Memory,,,2 x 2GB,N/A,Black / Silver,10 ns,10 ns,https://www.amazon.com/s?k=Mushkin+Blackline+4+GB+%282+x+2+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX 4 GB (2 x 2 GB) DDR3-1333 CL9 Memory,,,2 x 2GB,N/A,Blue / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+HyperX+4+GB+%282+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 4 GB (2 x 2 GB) DDR3-1333 CL8 Memory,5.0,,2 x 2GB,N/A,Black / Blue,12.003 ns,12.003 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+4+GB+%282+x+2+GB%29+DDR3-1333+CL8+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory,4.3,$32.65,2 x 4GB,$4.081,Black / Red,13.503 ns,13.503 ns,https://www.amazon.com/dp/B003SLFBUW?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 4 GB (2 x 2 GB) DDR3-1333 CL9 Memory,5.0,$59.99,2 x 2GB,$14.998,Black / Red,13.503 ns,13.503 ns,https://www.amazon.com/dp/B002MXUJ22?tag=bgfg-pc-builder-us-20
Corsair XMS3 12 GB (3 x 4 GB) DDR3-2000 CL9 Memory,,$109.99,3 x 4GB,$9.166,Black / White,9 ns,9 ns,https://www.amazon.com/s?k=Corsair+XMS3+12+GB+%283+x+4+GB%29+DDR3-2000+CL9+Memory&tag=bgfg-pc-builder-us-20
OCZ Gold 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory,,,2 x 4GB,N/A,Black / Gold,13.503 ns,13.503 ns,https://www.amazon.com/s?k=OCZ+Gold+8+GB+%282+x+4+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
OCZ Platinum 4 GB (2 x 2 GB) DDR3-1333 CL8 Memory,,,2 x 2GB,N/A,Silver,12.003 ns,12.003 ns,https://www.amazon.com/s?k=OCZ+Platinum+4+GB+%282+x+2+GB%29+DDR3-1333+CL8+Memory&tag=bgfg-pc-builder-us-20
OCZ Platinum 4 GB (2 x 2 GB) DDR3-2000 CL9 Memory,,,2 x 2GB,N/A,Silver,9 ns,9 ns,https://www.amazon.com/s?k=OCZ+Platinum+4+GB+%282+x+2+GB%29+DDR3-2000+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston KVR1333D3N9K3/12G 12 GB (3 x 4 GB) DDR3-1333 CL9 Memory,,$89.99,3 x 4GB,$7.499,Green,13.503 ns,13.503 ns,https://www.amazon.com/dp/B002K29Q6U?tag=bgfg-pc-builder-us-20
Patriot PSD34G1333K 4 GB (2 x 2 GB) DDR3-1333 CL9 Memory,5.0,,2 x 2GB,N/A,Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Patriot+PSD34G1333K+4+GB+%282+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance 4 GB (2 x 2 GB) DDR3-1600 CL9 Memory,4.8,,2 x 2GB,N/A,Black / Yellow,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Corsair+Vengeance+4+GB+%282+x+2+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory,4.7,,2 x 4GB,N/A,Black / Blue,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Corsair+Vengeance+8+GB+%282+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws X 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory,,$169.47,4 x 4GB,$10.592,Black / Blue,11.25 ns,11.25 ns,https://www.amazon.com/dp/B005IP833S?tag=bgfg-pc-builder-us-20
Samsung MV-3V4G3/US 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory,,$86.63,1 x 4GB,$21.657,Black,13.75 ns,13.75 ns,https://www.amazon.com/dp/B0059200FY?tag=bgfg-pc-builder-us-20
Crucial CT3KIT51264BD160B 12 GB (3 x 4 GB) DDR3-1600 CL11 Memory,,,3 x 4GB,N/A,Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Crucial+CT3KIT51264BD160B+12+GB+%283+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Wintec Value 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory,,,2 x 8GB,N/A,Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Wintec+Value+16+GB+%282+x+8+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Mushkin Essentials 8 GB (4 x 2 GB) DDR3-1600 CL11 Memory,4.0,,4 x 2GB,N/A,Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Mushkin+Essentials+8+GB+%284+x+2+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Mushkin Essentials 4 GB (2 x 2 GB) DDR3-1600 CL11 Memory,,$28.99,2 x 2GB,$7.247,Green,13.75 ns,13.75 ns,https://www.amazon.com/dp/B006HDPFUY?tag=bgfg-pc-builder-us-20
Kingston KHX1600C9D3K8/32GX 32 GB (8 x 4 GB) DDR3-1600 CL9 Memory,4.0,,8 x 4GB,N/A,Blue / Silver,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Kingston+KHX1600C9D3K8%2F32GX+32+GB+%288+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Sport 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory,4.8,,2 x 4GB,N/A,Black / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Sport+8+GB+%282+x+4+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws X 8 GB (2 x 4 GB) DDR3-1600 CL7 Memory,4.8,,2 x 4GB,N/A,Black / Blue,8.75 ns,8.75 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+X+8+GB+%282+x+4+GB%29+DDR3-1600+CL7+Memory&tag=bgfg-pc-builder-us-20
Kingston KVR1333D3N9HK4/16G 16 GB (4 x 4 GB) DDR3-1333 CL9 Memory,,,4 x 4GB,N/A,Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+KVR1333D3N9HK4%2F16G+16+GB+%284+x+4+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance 16 GB (2 x 8 GB) DDR3-1866 CL9 Memory,4.5,$159.99,2 x 8GB,$9.999,Black / Red,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Corsair+Vengeance+16+GB+%282+x+8+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix 8 GB (4 x 2 GB) DDR3-1600 CL9 Memory,,,4 x 2GB,N/A,N/A,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Crucial+Ballistix+8+GB+%284+x+2+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 8 GB (2 x 4 GB) DDR3-1866 CL9 Memory,4.8,$84.99,2 x 4GB,$10.624,Black / Silver,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+8+GB+%282+x+4+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory,4.9,$179.99,2 x 8GB,$11.249,Black / Silver,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+16+GB+%282+x+8+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident X 16 GB (2 x 8 GB) DDR3-2600 CL11 Memory,,,2 x 8GB,N/A,N/A,8.462 ns,8.462 ns,https://www.amazon.com/s?k=G.Skill+Trident+X+16+GB+%282+x+8+GB%29+DDR3-2600+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 8 GB (2 x 4 GB) DDR3-2133 CL9 Memory,5.0,$194.99,2 x 4GB,$32.976,N/A,8.439 ns,8.439 ns,https://www.amazon.com/dp/B007Z1CVIG?tag=bgfg-pc-builder-us-20
"Patriot Intel Extreme Master, Limited Ed 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory",4.4,,2 x 8GB,N/A,Black / Blue,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Patriot+Intel+Extreme+Master%2C+Limited+Ed+16+GB+%282+x+8+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance 16 GB (4 x 4 GB) DDR3-2400 CL9 Memory,,$309.99,4 x 4GB,$19.374,Black / Silver,7.5 ns,7.5 ns,https://www.amazon.com/s?k=Corsair+Vengeance+16+GB+%284+x+4+GB%29+DDR3-2400+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston KVR16S11K2/16 16 GB (2 x 8 GB) DDR3-1600 SODIMM CL11 Memory,,$119.99,2 x 8GB,$7.499,Green,13.75 ns,13.75 ns,https://www.amazon.com/dp/B008TYIEVQ?tag=bgfg-pc-builder-us-20
Corsair Vengeance 8 GB (1 x 8 GB) DDR3-1600 CL10 Memory,4.7,$54.99,1 x 8GB,$6.874,Black / Blue,12.5 ns,12.5 ns,https://www.amazon.com/s?k=Corsair+Vengeance+8+GB+%281+x+8+GB%29+DDR3-1600+CL10+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator 16 GB (2 x 8 GB) DDR3-1866 CL9 Memory,5.0,$139.99,2 x 8GB,$8.749,Black / Blue,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Corsair+Dominator+16+GB+%282+x+8+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Tactical 8 GB (1 x 8 GB) DDR3-1600 CL8 Memory,4.7,,1 x 8GB,N/A,Black / Yellow,10 ns,10 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Tactical+8+GB+%281+x+8+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Sport 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory,4.7,,2 x 4GB,N/A,Black / Silver,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Sport+8+GB+%282+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston XMP 10th Anniversary 16 GB (4 x 4 GB) DDR3-2400 CL11 Memory,,,4 x 4GB,N/A,Gray / Silver,9.167 ns,9.167 ns,https://www.amazon.com/s?k=Kingston+XMP+10th+Anniversary+16+GB+%284+x+4+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory,4.3,,2 x 8GB,N/A,Green / Silver,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Kingston+HyperX+16+GB+%282+x+8+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR3-2133 CL9 Memory,4.7,$139.99,2 x 8GB,$8.749,Black / Silver,8.439 ns,8.439 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+16+GB+%282+x+8+GB%29+DDR3-2133+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 32 GB (4 x 8 GB) DDR3-2133 CL11 Memory,5.0,$249.99,4 x 8GB,$7.812,Black / Silver,10.314 ns,10.314 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+32+GB+%284+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 8 GB (2 x 4 GB) DDR3-1866 CL9 Memory,4.9,$64.99,2 x 4GB,$8.124,Black / Blue,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+8+GB+%282+x+4+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite 2 GB (1 x 2 GB) DDR3-1333 CL9 Memory,,,1 x 2GB,N/A,N/A,13.503 ns,13.503 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+2+GB+%281+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Crucial CT2KIT25664BA160B 4 GB (2 x 2 GB) DDR3-1600 CL11 Memory,5.0,$19.00,2 x 2GB,$4.750,Green,13.75 ns,13.75 ns,https://www.amazon.com/dp/B006YG88YY?tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 8 GB (2 x 4 GB) DDR3-2400 CL9 Memory,3.0,$109.99,2 x 4GB,$13.749,Black / Silver,7.5 ns,7.5 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+8+GB+%282+x+4+GB%29+DDR3-2400+CL9+Memory&tag=bgfg-pc-builder-us-20
GeIL EVO POTENZA 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory,,,2 x 4GB,N/A,Black / White,11.25 ns,11.25 ns,https://www.amazon.com/s?k=GeIL+EVO+POTENZA+8+GB+%282+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper 3 Low Profile Red 8 GB (2 x 4 GB) DDR3-1866 CL10 Memory,4.8,,2 x 4GB,N/A,Black / Red,10.718 ns,10.718 ns,https://www.amazon.com/s?k=Patriot+Viper+3+Low+Profile+Red+8+GB+%282+x+4+GB%29+DDR3-1866+CL10+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 32 GB (4 x 8 GB) DDR3-2666 CL12 Memory,,$394.99,4 x 8GB,$12.343,Black / Silver,9.002 ns,9.002 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+32+GB+%284+x+8+GB%29+DDR3-2666+CL12+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ares 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory,5.0,,2 x 8GB,N/A,Black / Red,10.314 ns,10.314 ns,https://www.amazon.com/s?k=G.Skill+Ares+16+GB+%282+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Patriot Signature 2 GB (1 x 2 GB) DDR2-800 CL6 Memory,,$29.29,1 x 2GB,$14.645,Blue / Silver,15 ns,15 ns,https://www.amazon.com/dp/B005616U0W?tag=bgfg-pc-builder-us-20
VisionTek 900471 4 GB (2 x 2 GB) DDR2-800 CL5 Memory,,,2 x 2GB,N/A,Black / Green,12.5 ns,12.5 ns,https://www.amazon.com/s?k=VisionTek+900471+4+GB+%282+x+2+GB%29+DDR2-800+CL5+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 16 GB (4 x 4 GB) DDR3-2133 CL9 Memory,,$189.99,4 x 4GB,$11.874,Black / Red,8.439 ns,8.439 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+16+GB+%284+x+4+GB%29+DDR3-2133+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Fury 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory,5.0,,2 x 8GB,N/A,Red / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+HyperX+Fury+16+GB+%282+x+8+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Fury 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory,,,2 x 8GB,N/A,White / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+HyperX+Fury+16+GB+%282+x+8+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Fury 8 GB (1 x 8 GB) DDR3-1866 CL10 Memory,4.6,,1 x 8GB,N/A,Black / Silver,10.718 ns,10.718 ns,https://www.amazon.com/s?k=Kingston+HyperX+Fury+8+GB+%281+x+8+GB%29+DDR3-1866+CL10+Memory&tag=bgfg-pc-builder-us-20
Transcend JetRam 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory,3.3,$50.37,1 x 8GB,$6.296,Black / Green,13.75 ns,13.75 ns,https://www.amazon.com/dp/B008JIVKOA?tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 8 GB (2 x 4 GB) DDR3-2133 CL9 Memory,5.0,$119.99,2 x 4GB,$14.999,Black / Red,8.439 ns,8.439 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+8+GB+%282+x+4+GB%29+DDR3-2133+CL9+Memory&tag=bgfg-pc-builder-us-20
V7 V73T8GNAJKI 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory,,,1 x 8GB,N/A,Black / Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=V7+V73T8GNAJKI+8+GB+%281+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
G.Skill Value 32 GB (4 x 8 GB) DDR4-2400 CL15 Memory,,$96.11,4 x 8GB,$3.003,Black,12.5 ns,12.5 ns,https://www.amazon.com/dp/B00NJQHGTA?tag=bgfg-pc-builder-us-20
Kingston HyperX Savage 4 GB (1 x 4 GB) DDR3-1600 CL9 Memory,,,1 x 4GB,N/A,Black / Red,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Kingston+HyperX+Savage+4+GB+%281+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Savage 8 GB (2 x 4 GB) DDR3-1866 CL9 Memory,4.8,,2 x 4GB,N/A,Black / Red,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Kingston+HyperX+Savage+8+GB+%282+x+4+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR3-3000 CL12 Memory,,$414.99,4 x 4GB,$25.937,Black / Silver,8 ns,8 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+16+GB+%284+x+4+GB%29+DDR3-3000+CL12+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR4-3000 CL15 Memory,4.7,$279.99,4 x 4GB,$17.499,Black / Silver,10 ns,10 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+16+GB+%284+x+4+GB%29+DDR4-3000+CL15+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Beast 32 GB (4 x 8 GB) DDR3-2133 CL11 Memory,,,4 x 8GB,N/A,Black,10.314 ns,10.314 ns,https://www.amazon.com/s?k=Kingston+HyperX+Beast+32+GB+%284+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Patriot Signature 2 GB (1 x 2 GB) DDR3-1333 CL9 Memory,,,1 x 2GB,N/A,Blue / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Patriot+Signature+2+GB+%281+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite Plus 16 GB (2 x 8 GB) DDR3-1600 CL11 Memory,4.5,,2 x 8GB,N/A,Black / Gold,13.75 ns,13.75 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+Plus+16+GB+%282+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
ADATA XPG V1.0 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory,4.8,,1 x 8GB,N/A,Red / White,11.25 ns,11.25 ns,https://www.amazon.com/s?k=ADATA+XPG+V1.0+8+GB+%281+x+8+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite Plus 16 GB (2 x 8 GB) DDR4-2400 CL16 Memory,5.0,,2 x 8GB,N/A,Black / Gold,13.333 ns,13.333 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+Plus+16+GB+%282+x+8+GB%29+DDR4-2400+CL16+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 64 GB (8 x 8 GB) DDR4-2400 CL15 Memory,5.0,$319.99,8 x 8GB,$5.000,Black,12.5 ns,12.5 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+64+GB+%288+x+8+GB%29+DDR4-2400+CL15+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 16 GB (4 x 4 GB) DDR3-2400 CL9 Memory,,$299.99,4 x 4GB,$18.749,Black / Red,7.5 ns,7.5 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+16+GB+%284+x+4+GB%29+DDR3-2400+CL9+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper Xtreme 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory,,,1 x 4GB,N/A,Black / Silver,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Patriot+Viper+Xtreme+4+GB+%281+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 64 GB (8 x 8 GB) DDR4-2666 CL15 Memory,4.0,$704.99,8 x 8GB,$11.015,Black / Silver,11.253 ns,11.253 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+64+GB+%288+x+8+GB%29+DDR4-2666+CL15+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (4 x 4 GB) DDR4-3000 CL15 Memory,5.0,$214.99,4 x 4GB,$13.437,Black / Red,10 ns,10 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+16+GB+%284+x+4+GB%29+DDR4-3000+CL15+Memory&tag=bgfg-pc-builder-us-20
Samsung M393B1K70DH0-CK008/Q 8 GB (1 x 8 GB) Registered DDR3-1600 CL11 Memory,,,1 x 8GB,N/A,Black / Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Samsung+M393B1K70DH0-CK008%2FQ+8+GB+%281+x+8+GB%29+Registered+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Klevv CRAS 16 GB (4 x 4 GB) DDR4-2133 CL15 Memory,,,4 x 4GB,N/A,Black / Silver,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Klevv+CRAS+16+GB+%284+x+4+GB%29+DDR4-2133+CL15+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Sport LT 16 GB (4 x 4 GB) DDR4-2400 CL16 Memory,5.0,,4 x 4GB,N/A,Silver,13.333 ns,13.333 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Sport+LT+16+GB+%284+x+4+GB%29+DDR4-2400+CL16+Memory&tag=bgfg-pc-builder-us-20
Crucial CT2KIT51272BD160B 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory,,,2 x 4GB,N/A,Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Crucial+CT2KIT51272BD160B+8+GB+%282+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston KVR16LE11S8/4 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory,,$45.93,1 x 4GB,$11.482,Green,13.75 ns,13.75 ns,https://www.amazon.com/dp/B00CMEEJHW?tag=bgfg-pc-builder-us-20
Kingston KVR13LR9D4K4/64 64 GB (4 x 16 GB) Registered DDR3-1333 CL9 Memory,,$387.98,4 x 16GB,$6.062,Green,13.503 ns,13.503 ns,https://www.amazon.com/dp/B0083M3C0C?tag=bgfg-pc-builder-us-20
Kingston KVR13R9D4K2/32 32 GB (2 x 16 GB) Registered DDR3-1333 CL9 Memory,,,2 x 16GB,N/A,Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+KVR13R9D4K2%2F32+32+GB+%282+x+16+GB%29+Registered+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston KVR16E11K4/32I 32 GB (4 x 8 GB) DDR3-1600 CL11 Memory,,,4 x 8GB,N/A,Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Kingston+KVR16E11K4%2F32I+32+GB+%284+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Mushkin Essentials 8 GB (2 x 4 GB) DDR4-2133 CL15 Memory,,$31.99,2 x 4GB,$3.999,Black / Green,14.065 ns,14.065 ns,https://www.amazon.com/dp/B013K6XD0E?tag=bgfg-pc-builder-us-20
PNY Anarchy 16 GB (2 x 8 GB) DDR4-2133 CL15 Memory,4.5,,2 x 8GB,N/A,Black / Red,14.065 ns,14.065 ns,https://www.amazon.com/s?k=PNY+Anarchy+16+GB+%282+x+8+GB%29+DDR4-2133+CL15+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LP 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory,4.7,$109.99,2 x 4GB,$13.749,Black / Yellow,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LP+8+GB+%282+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 16 GB (2 x 8 GB) DDR3-1600 CL11 Memory,,$89.99,2 x 8GB,$5.624,Black / Silver,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+16+GB+%282+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory,,$104.99,2 x 4GB,$13.124,Black / Silver,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+8+GB+%282+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LP 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory,,,2 x 8GB,N/A,Black / Yellow,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LP+16+GB+%282+x+8+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
